Dates,Bloomberry Resorts Corporation (PSE:BLOOM) - Share Pricing,Aboitiz Power Corporation (PSE:AP) - Share Pricing,Ayala Corporation (PSE:AC) - Share Pricing,"Aboitiz Equity Ventures, Inc. (PSE:AEV) - Share Pricing","Alliance Global Group, Inc. (PSE:AGI) - Share Pricing","Ayala Land, Inc. (PSE:ALI) - Share Pricing","BDO Unibank, Inc. (PSE:BDO) - Share Pricing",Bank of the Philippine Islands (PSE:BPI) - Share Pricing,"DMCI Holdings, Inc. (PSE:DMC) - Share Pricing",First Gen Corporation (PSE:FGEN) - Share Pricing,"Globe Telecom, Inc. (PSE:GLO) - Share Pricing","GT Capital Holdings, Inc. (PSE:GTCAP) - Share Pricing","International Container Terminal Services, Inc. (PSE:ICT) - Share Pricing",Jollibee Foods Corporation (PSE:JFC) - Share Pricing,"JG Summit Holdings, Inc. (PSE:JGS) - Share Pricing","LT Group, Inc. (PSE:LTG) - Share Pricing",Metropolitan Bank & Trust Company (PSE:MBT) - Share Pricing,Megaworld Corporation (PSE:MEG) - Share Pricing,Manila Electric Company (PSE:MER) - Share Pricing,Metro Pacific Investments Corporation (PSE:MPI) - Share Pricing,"Puregold Price Club, Inc. (PSE:PGOLD) - Share Pricing",Robinsons Land Corporation (PSE:RLC) - Share Pricing,"Robinsons Retail Holdings, Inc. (PSE:RRHI) - Share Pricing",Semirara Mining and Power Corporation (PSE:SCC) - Share Pricing,Security Bank Corporation (PSE:SECB) - Share Pricing,SM Investments Corporation (PSE:SM) - Share Pricing,San Miguel Corporation (PSE:SMC) - Share Pricing,"SM Prime Holdings, Inc. (PSE:SMPH) - Share Pricing",PLDT Inc. (PSE:TEL) - Share Pricing,Universal Robina Corporation (PSE:URC) - Share Pricing
Apr-15-2019,12.00,35.50,908.00,56.00,14.98,46.80,132.20,80.70,11.90,21.85,1884.00,793.52,127.00,310.00,61.30,15.62,68.14,5.79,380.00,4.55,46.00,22.80,80.00,23.85,177.60,922.50,173.70,38.95,1160.00,151.40
Apr-16-2019,12.18,35.95,901.00,55.80,14.66,47.30,130.00,81.20,11.92,22.10,1866.00,794.91,126.60,306.00,62.90,15.50,68.10,5.80,373.60,4.45,44.00,23.10,78.00,24.50,178.00,940.00,174.90,39.90,1195.00,152.50
Apr-17-2019,12.60,35.95,900.00,55.00,14.98,47.00,132.00,83.00,12.00,22.30,1865.00,798.15,129.00,304.00,61.35,15.44,69.03,5.69,379.00,4.48,44.40,24.30,78.90,24.30,180.00,930.00,175.90,39.60,1224.00,152.00
Apr-22-2019,12.72,36.00,882.00,55.00,15.00,47.00,133.00,82.80,12.06,22.20,1878.00,793.06,129.30,303.00,63.40,16.00,67.26,5.44,380.00,4.46,45.50,23.90,78.85,23.70,178.50,940.00,176.90,39.25,1240.00,150.20
Apr-23-2019,12.70,36.65,865.00,56.35,14.56,47.00,133.60,82.00,12.00,22.50,1830.00,787.04,127.50,302.20,63.80,16.28,67.43,5.50,382.60,4.41,44.15,24.20,78.70,23.65,177.50,930.00,177.80,39.95,1233.00,147.50
Apr-24-2019,12.60,36.90,884.00,55.85,14.50,48.00,133.60,82.00,11.72,22.15,1790.00,787.96,121.40,300.40,65.65,15.80,66.99,5.60,382.80,4.40,43.15,23.85,78.30,23.70,178.80,950.00,177.30,40.00,1232.00,145.50
Apr-25-2019,13.00,38.00,885.00,54.00,14.82,49.50,134.00,81.50,11.52,21.80,1780.00,788.89,124.00,303.00,65.00,16.00,68.01,5.59,385.00,4.44,44.00,24.50,78.30,23.70,181.20,950.00,175.00,40.80,1234.00,143.60
Apr-26-2019,12.98,37.40,895.00,55.00,14.96,48.50,134.00,83.45,11.38,21.70,1766.00,796.30,125.20,303.00,64.60,16.02,67.04,5.55,384.00,4.57,43.60,24.50,78.30,23.60,180.50,931.00,174.00,40.90,1220.00,142.10
Apr-29-2019,12.90,37.50,900.00,56.80,15.18,48.50,133.80,83.70,11.80,21.50,1800.00,800.93,125.60,304.00,65.45,16.00,67.26,5.73,383.00,4.57,43.00,24.60,77.00,23.60,180.00,935.00,173.00,40.50,1208.00,145.50
Apr-30-2019,12.74,37.70,904.00,55.60,14.96,48.95,134.00,84.85,11.16,22.10,1780.00,800.93,126.50,304.60,66.00,16.04,65.71,5.60,385.00,4.57,41.90,24.50,78.00,23.85,180.00,950.00,180.50,41.45,1230.00,152.30
May-02-2019,12.68,36.60,909.00,54.00,15.56,48.00,135.90,84.80,11.40,22.30,1799.00,812.96,131.90,300.60,65.55,15.82,65.93,5.63,387.00,4.39,42.30,24.30,77.95,23.70,184.50,970.00,177.50,41.80,1240.00,164.00
May-03-2019,12.26,35.90,900.00,52.00,15.32,47.40,139.00,85.65,11.28,21.70,1800.00,824.07,136.70,301.00,64.40,16.50,65.49,5.78,385.60,4.35,43.50,24.50,77.50,24.00,181.20,960.00,178.30,40.90,1220.00,167.00
May-06-2019,12.00,36.05,898.00,52.55,15.10,46.80,135.00,83.00,11.28,21.35,1865.00,822.22,128.00,302.00,64.80,16.62,64.47,5.68,382.60,4.25,44.50,23.25,76.75,23.65,180.00,940.00,180.00,40.10,1245.00,163.00
May-07-2019,12.16,35.00,900.00,52.55,14.84,46.95,135.90,84.85,11.34,21.25,1990.00,832.41,136.40,304.00,63.55,17.00,65.35,5.77,381.80,4.29,45.00,23.80,73.00,23.65,175.00,949.00,185.20,40.05,1254.00,161.40
May-08-2019,11.70,35.60,901.00,53.05,14.40,47.00,139.90,85.45,10.80,20.00,1999.00,791.67,135.00,303.00,65.80,17.00,65.58,5.56,380.00,4.23,44.75,23.85,70.65,23.00,172.50,966.00,188.00,39.50,1245.00,165.00
May-09-2019,11.10,34.50,889.00,51.20,13.58,46.80,134.00,82.50,10.52,20.85,1999.00,782.41,131.00,302.00,60.70,16.88,64.25,5.42,373.00,4.20,44.80,23.05,72.00,22.40,170.00,940.00,195.50,38.65,1290.00,160.10
May-10-2019,10.90,35.20,890.00,48.60,13.60,47.00,135.80,84.75,10.38,20.75,1995.00,787.04,133.00,302.80,61.50,16.92,64.16,5.33,371.20,4.29,44.35,23.80,72.50,21.70,171.90,925.00,190.00,38.50,1240.00,160.00
May-13-2019,10.90,35.20,890.00,48.60,13.60,47.00,135.80,84.75,10.38,20.75,1995.00,787.04,133.00,302.80,61.50,16.92,64.16,5.33,371.20,4.29,44.35,23.80,72.50,21.70,171.90,925.00,190.00,38.50,1240.00,160.00
May-14-2019,10.40,35.00,880.00,46.70,13.88,47.95,130.20,81.30,10.18,21.00,1998.00,754.63,136.20,302.60,59.50,16.90,63.72,5.44,364.20,4.17,44.05,24.45,68.85,22.35,168.00,902.00,184.10,38.40,1240.00,160.00
May-15-2019,10.98,34.65,880.00,46.70,13.60,47.00,131.50,80.90,9.86,21.20,1985.00,737.96,141.50,293.00,58.40,16.84,62.57,5.37,359.00,4.20,44.90,23.80,69.00,22.00,166.00,890.00,187.70,37.50,1221.00,156.80
May-16-2019,11.00,34.15,838.00,47.00,13.60,46.60,128.50,80.90,9.71,21.15,1950.00,741.20,134.50,285.00,56.50,16.52,62.48,5.28,356.00,4.20,44.90,23.05,69.70,22.00,162.00,885.00,180.50,37.95,1220.00,152.80
May-17-2019,11.20,34.70,850.00,48.05,13.90,46.75,130.90,81.00,9.76,21.00,1999.00,759.26,139.90,277.00,57.00,16.94,64.60,5.45,360.00,4.25,45.50,23.50,71.05,21.95,175.00,888.00,179.80,39.10,1255.00,152.50
May-20-2019,11.30,35.50,857.00,50.25,13.80,47.50,130.90,81.00,10.42,21.50,2018.00,787.04,139.50,274.20,58.75,16.22,66.81,5.37,356.20,4.33,46.50,24.20,73.00,22.00,178.50,884.50,186.70,39.40,1270.00,153.70
May-21-2019,11.28,36.05,850.00,49.80,14.74,47.90,133.00,80.80,10.60,21.20,2114.00,787.50,135.20,282.60,59.00,16.36,65.93,5.40,374.00,4.34,45.50,23.95,72.80,22.30,178.80,902.00,186.00,39.45,1303.00,158.80
May-22-2019,11.20,36.70,905.00,51.80,14.60,48.00,134.50,81.00,10.58,21.00,2150.00,814.81,136.00,287.40,61.55,16.40,65.75,5.54,375.00,4.44,46.00,24.25,71.45,22.00,175.50,916.50,181.80,39.35,1321.00,156.80
May-23-2019,11.16,36.35,895.00,52.30,14.74,48.50,134.50,81.05,10.46,21.30,2100.00,819.44,136.00,284.00,61.60,15.86,63.72,5.49,378.80,4.36,45.35,24.50,70.35,22.35,172.00,922.50,179.80,39.40,1327.00,157.00
May-24-2019,11.10,35.60,900.00,52.70,14.70,47.70,133.70,81.00,10.12,21.55,2088.00,818.06,134.90,278.00,60.70,15.10,63.72,5.44,378.00,4.32,45.10,23.90,71.05,22.35,170.40,920.50,179.00,38.80,1350.00,153.90
May-27-2019,11.16,35.35,902.00,54.40,14.54,48.10,132.00,81.00,10.16,21.80,2080.00,834.26,135.90,274.00,60.00,15.10,63.54,5.46,367.00,4.30,45.60,24.30,71.00,22.15,173.80,915.00,181.10,38.40,1282.00,152.70
May-28-2019,11.70,35.70,892.50,54.15,15.00,48.65,132.00,79.80,10.46,21.20,2112.00,799.54,137.30,270.00,60.00,15.02,64.16,5.52,372.40,4.32,46.00,24.75,71.00,22.50,171.10,925.50,178.20,39.25,1277.00,155.00
May-29-2019,11.68,35.70,899.00,54.80,15.10,48.50,133.50,77.30,10.40,21.80,2176.00,807.41,134.00,273.00,61.60,14.72,63.72,5.62,378.80,4.33,45.60,25.00,70.85,21.95,175.00,935.50,182.00,39.20,1273.00,159.00
May-30-2019,11.80,35.30,909.00,54.50,15.28,48.20,136.70,79.20,10.40,22.95,2210.00,807.41,135.90,282.00,61.10,14.92,63.72,5.92,379.00,4.44,43.40,24.60,71.00,21.30,175.30,929.00,182.00,39.00,1280.00,163.00
May-31-2019,11.84,36.50,919.00,55.90,15.60,49.50,138.00,80.80,10.58,23.10,2170.00,799.07,136.00,288.00,62.60,14.94,63.50,5.90,385.00,4.50,44.60,26.00,73.00,22.00,175.00,942.00,187.50,39.80,1350.00,167.00
Jun-03-2019,11.82,36.30,931.00,55.40,16.00,52.45,137.50,81.85,10.62,23.00,2260.00,800.93,134.50,287.00,63.40,15.20,64.56,6.08,389.20,4.55,44.55,27.10,72.20,21.95,174.00,960.50,185.00,40.25,1358.00,171.50
Jun-04-2019,11.92,35.80,919.00,54.50,15.90,50.50,137.50,80.00,10.24,23.50,2294.00,794.44,134.90,277.00,62.50,15.08,62.48,6.11,390.80,4.48,44.90,26.55,72.00,21.50,170.10,957.00,185.00,39.00,1244.00,168.00
Jun-06-2019,11.94,35.50,927.50,54.55,15.60,50.00,138.00,81.00,10.38,24.00,2274.00,797.22,136.00,275.00,62.65,15.10,62.35,6.15,389.00,4.43,45.80,26.05,72.95,21.80,172.10,965.00,185.00,39.15,1230.00,168.00
Jun-07-2019,11.98,35.10,923.00,55.35,15.52,49.80,139.80,81.80,10.44,24.05,2240.00,813.89,137.50,275.20,63.40,15.38,62.79,6.07,388.80,4.45,46.35,26.30,73.00,21.90,171.90,963.00,183.00,39.35,1230.00,169.00
Jun-10-2019,11.90,35.00,927.00,55.70,15.98,50.65,139.50,81.85,10.44,24.10,2226.00,826.85,139.90,280.00,63.40,15.52,63.05,6.13,387.60,4.56,45.50,26.95,75.90,21.85,170.90,971.00,182.00,39.70,1230.00,173.00
Jun-11-2019,11.88,35.35,917.50,55.45,15.80,51.00,139.90,80.70,10.24,24.45,2200.00,819.44,144.00,285.00,64.00,15.54,63.27,6.00,387.60,4.64,45.00,27.00,75.50,21.80,170.90,955.00,182.20,39.25,1230.00,175.00
Jun-13-2019,11.50,35.00,910.00,55.40,15.58,51.50,140.00,81.90,10.00,24.45,2220.00,799.07,148.50,289.00,65.50,15.48,62.83,5.95,385.00,4.65,44.65,26.20,76.20,22.00,171.00,960.00,186.00,39.05,1231.00,176.00
Jun-14-2019,11.50,35.00,900.00,55.00,15.50,50.50,140.00,82.00,10.22,24.50,2220.00,810.19,148.00,286.00,63.95,15.30,63.98,5.98,382.20,4.58,45.10,26.20,75.85,21.75,171.50,940.00,181.00,39.00,1230.00,174.00
Jun-17-2019,11.56,34.90,899.50,54.05,15.40,50.50,137.90,81.25,10.16,24.30,2162.00,787.50,144.70,282.00,61.70,15.40,63.36,5.97,380.00,4.58,45.45,25.50,76.20,22.00,168.60,945.00,179.80,38.30,1195.00,170.00
Jun-18-2019,11.40,34.85,900.00,55.00,15.10,49.90,138.20,80.10,10.12,24.05,2200.00,814.81,147.80,282.00,63.85,15.20,64.25,5.91,382.00,4.56,45.00,25.50,76.60,21.75,162.50,947.50,178.80,38.10,1178.00,173.90
Jun-19-2019,11.70,35.00,900.00,53.70,15.20,51.00,139.60,80.00,10.48,24.45,2260.00,851.85,146.50,281.00,65.40,15.28,65.71,6.02,384.00,4.58,44.55,25.80,76.60,21.50,165.00,975.00,175.50,38.40,1231.00,173.90
Jun-20-2019,11.52,35.60,900.00,54.90,15.30,50.55,140.00,81.00,10.48,25.45,2214.00,888.89,144.00,284.80,64.00,15.26,66.37,5.90,383.00,4.72,44.60,26.10,76.65,22.00,165.10,969.50,176.00,38.35,1251.00,173.40
Jun-21-2019,11.30,35.00,898.00,54.85,15.12,50.75,141.30,80.50,10.54,25.00,2230.00,889.81,144.30,288.00,66.60,15.12,66.02,6.07,380.00,4.77,44.55,26.80,75.80,21.80,170.00,966.00,176.00,38.30,1280.00,176.00
Jun-24-2019,11.20,35.30,897.00,54.85,15.20,51.80,141.50,80.05,10.44,25.00,2208.00,871.30,143.50,287.00,65.50,15.24,65.04,6.10,382.00,4.86,45.00,26.50,76.00,22.10,169.10,964.00,178.00,38.45,1294.00,176.00
Jun-25-2019,11.30,35.00,897.00,55.40,15.40,50.55,141.00,79.80,10.50,26.45,2200.00,852.31,144.80,286.80,66.90,15.20,64.60,6.01,376.80,4.84,44.50,26.20,76.65,22.40,170.00,960.00,175.10,38.00,1299.00,177.40
Jun-26-2019,11.26,35.20,896.00,54.50,15.24,51.00,142.00,79.00,10.46,26.10,2260.00,851.85,144.40,285.00,67.00,15.20,63.72,6.00,381.00,4.83,44.65,26.20,75.85,22.75,171.90,950.00,175.90,37.80,1288.00,174.50
Jun-27-2019,11.30,35.00,896.00,55.00,15.32,50.60,142.50,78.80,10.46,27.05,2280.00,870.37,146.90,284.00,67.00,15.28,63.67,6.10,387.00,4.81,44.35,26.45,73.70,22.80,171.50,975.00,178.00,37.90,1303.00,174.00
Jun-28-2019,11.30,34.80,894.00,55.00,15.44,50.80,140.00,78.50,10.30,26.80,2262.00,870.37,146.40,281.80,67.40,15.20,63.05,6.10,387.00,4.80,44.95,26.35,74.00,23.15,170.00,969.00,175.20,37.10,1290.00,166.00
Jul-01-2019,11.28,35.75,902.00,54.75,15.42,51.70,139.50,78.75,10.30,27.00,2230.00,853.70,144.50,284.00,67.30,15.20,63.72,6.17,384.60,4.84,44.80,26.40,75.10,23.45,168.60,981.50,175.00,38.00,1272.00,166.00
Jul-02-2019,11.74,36.50,900.00,55.45,15.86,51.45,139.50,79.10,10.50,26.95,2220.00,856.48,146.40,285.00,68.50,15.30,64.07,6.20,387.80,4.85,44.75,26.50,75.20,23.70,170.00,996.00,175.90,38.00,1280.00,167.50
Jul-03-2019,11.70,37.50,903.00,56.00,15.70,51.75,139.40,78.20,10.30,27.20,2236.00,869.00,146.50,285.00,67.50,15.58,63.27,6.10,387.00,4.87,44.00,26.70,77.00,23.00,170.00,994.00,175.60,38.05,1256.00,170.50
Jul-04-2019,11.64,36.90,901.00,55.10,15.70,51.40,141.40,78.80,10.22,27.00,2258.00,865.00,146.00,285.80,66.95,15.76,63.54,6.16,381.00,4.80,44.00,26.50,77.00,22.80,171.50,976.50,176.00,38.00,1240.00,172.00
Jul-05-2019,11.66,37.00,910.00,55.50,15.70,52.20,143.00,78.60,10.22,26.95,2258.00,855.00,144.70,285.00,68.75,15.88,63.50,6.10,386.00,4.78,43.80,27.00,77.00,22.70,172.00,983.00,174.90,38.25,1240.00,176.00
Jul-08-2019,11.48,37.10,920.00,55.00,15.30,52.10,141.10,78.00,10.24,27.50,2196.00,840.00,142.20,282.00,68.50,15.80,63.36,6.12,383.00,4.78,43.85,26.60,77.00,22.80,171.90,960.00,175.00,37.80,1205.00,178.00
Jul-09-2019,11.44,36.80,917.00,55.05,15.20,51.45,142.50,78.30,10.12,27.25,2132.00,846.00,142.00,284.00,68.95,15.76,63.19,6.00,387.00,4.78,44.80,26.50,77.30,23.25,173.00,950.00,174.60,38.45,1193.00,176.00
Jul-10-2019,11.42,36.70,910.00,56.00,15.40,51.25,142.30,78.50,10.02,27.00,2174.00,845.00,142.50,282.00,69.70,15.58,63.27,6.01,383.00,4.80,45.50,26.65,78.00,23.00,173.00,980.00,174.90,38.50,1198.00,175.00
Jul-11-2019,11.44,36.75,912.00,56.20,15.74,53.00,145.00,80.20,10.10,26.65,2200.00,875.00,142.90,281.00,68.60,15.70,63.72,6.07,385.00,4.80,45.80,27.00,78.75,22.30,179.80,980.00,177.00,39.20,1210.00,173.00
Jul-12-2019,11.50,36.50,917.00,56.00,15.50,53.00,148.20,81.05,10.10,26.80,2200.00,900.00,143.60,280.40,67.85,15.76,64.51,6.30,381.40,4.78,45.90,27.50,80.00,22.50,179.00,960.00,176.00,38.30,1214.00,171.70
Jul-15-2019,11.80,38.00,930.00,59.50,15.70,53.50,154.00,83.90,10.40,27.20,2232.00,908.00,147.60,285.60,70.80,16.00,68.14,6.50,390.00,4.80,46.10,27.50,77.10,22.80,182.00,1007.00,174.00,39.50,1222.00,175.00
Jul-16-2019,11.90,37.50,942.00,57.20,15.82,51.80,146.20,90.00,10.50,26.30,2140.00,923.00,143.00,284.60,69.95,15.96,68.94,6.29,380.40,4.67,44.70,27.00,74.80,23.95,185.00,990.00,175.00,39.25,1200.00,171.00
Jul-17-2019,11.90,37.50,948.00,56.20,15.64,52.20,147.20,89.90,10.50,26.40,2180.00,910.50,141.40,282.00,69.50,15.94,68.14,6.25,378.60,4.74,45.50,26.40,75.60,23.50,182.10,982.00,175.60,38.70,1185.00,171.00
Jul-18-2019,11.90,37.20,948.00,56.50,15.58,52.35,147.80,92.00,10.50,26.50,2230.00,930.00,142.70,280.00,69.90,15.64,68.50,6.25,379.00,4.75,45.30,27.00,77.00,23.75,187.40,985.00,175.10,38.30,1180.00,169.10
Jul-19-2019,11.52,37.00,950.00,57.65,15.90,52.00,148.00,93.00,10.56,26.35,2244.00,920.00,141.60,279.80,68.45,15.26,69.03,6.44,383.00,4.79,45.90,27.20,78.00,24.00,187.00,990.00,175.00,38.70,1187.00,166.00
Jul-22-2019,11.60,37.40,970.00,57.00,15.74,51.95,149.40,92.00,10.68,26.85,2216.00,910.00,137.70,275.00,69.30,15.02,68.41,6.35,382.00,4.79,45.80,27.50,79.00,24.10,186.90,983.50,174.50,37.90,1184.00,168.00
Jul-23-2019,11.64,37.50,970.00,56.55,15.72,52.10,151.00,90.65,10.64,27.00,2180.00,924.00,135.00,272.80,69.30,15.20,67.30,6.36,384.00,4.80,46.00,28.00,79.00,24.55,185.50,1000.00,172.50,37.80,1148.00,169.70
Jul-24-2019,11.74,37.00,967.00,56.00,15.60,52.00,147.50,90.00,10.38,26.90,2190.00,924.00,135.00,251.00,68.10,15.08,66.37,6.25,378.00,4.79,45.70,27.00,79.00,24.55,184.60,990.00,170.40,37.50,1120.00,171.80
Jul-25-2019,11.60,36.80,980.00,57.80,15.80,52.55,151.90,91.60,10.48,26.80,2236.00,972.00,137.00,236.00,69.00,14.58,66.81,6.30,384.20,4.80,46.00,27.90,77.95,24.55,186.00,1015.00,172.90,37.80,1160.00,173.40
Jul-26-2019,11.60,36.65,983.00,56.00,15.80,51.35,148.20,90.60,10.38,26.90,2220.00,969.00,133.00,252.00,66.20,14.68,66.37,6.25,375.00,4.75,45.60,28.00,78.00,23.80,185.00,1010.00,174.80,37.50,1135.00,171.00
Jul-29-2019,11.64,36.50,963.00,55.50,15.74,51.30,148.50,89.95,10.48,26.45,2260.00,967.00,129.00,252.80,66.95,14.88,66.59,6.20,372.00,4.78,46.00,27.80,78.05,23.90,185.00,1020.00,175.90,38.20,1134.00,170.00
Jul-30-2019,11.50,36.20,952.50,53.95,15.60,51.10,148.40,90.60,10.30,26.20,2190.00,955.00,135.00,255.00,67.50,14.24,67.17,6.30,367.40,4.81,45.50,27.50,78.05,23.30,184.00,1013.00,175.90,37.50,1138.00,167.50
Jul-31-2019,11.48,35.40,957.50,53.00,15.58,49.80,147.00,90.00,10.14,26.60,2148.00,927.00,135.00,259.00,65.25,14.10,67.04,6.12,365.00,4.80,45.50,27.35,79.30,23.00,182.50,999.50,178.00,36.50,1150.00,159.60
Aug-01-2019,11.40,34.60,950.00,52.50,15.62,50.05,150.00,91.50,10.20,26.50,2098.00,921.00,135.00,260.00,67.25,14.12,66.37,6.15,373.80,4.78,44.70,26.70,78.10,23.00,182.00,1000.00,175.60,38.00,1145.00,164.00
Aug-02-2019,11.48,34.80,950.00,52.60,15.50,51.00,150.00,92.40,10.30,26.15,2100.00,928.50,129.70,258.00,69.50,14.38,66.37,6.24,372.60,4.80,44.85,26.60,79.50,23.15,180.00,1000.00,178.50,37.60,1150.00,169.60
Aug-05-2019,11.50,34.70,930.50,51.25,15.22,49.15,146.00,90.50,10.10,26.00,1984.00,903.50,124.60,247.00,67.50,14.70,63.72,5.98,363.60,4.60,44.15,26.00,77.50,23.00,175.50,968.00,176.50,36.00,1145.00,161.90
Aug-06-2019,11.48,35.40,921.00,49.70,14.60,48.05,144.00,88.50,9.84,25.80,1954.00,887.00,122.90,235.00,65.00,14.16,62.39,5.98,358.00,4.60,44.00,25.95,78.05,22.55,173.30,960.00,175.00,35.90,1105.00,161.00
Aug-07-2019,11.20,35.95,931.50,49.95,14.80,48.50,149.80,94.00,9.87,25.75,1960.00,909.50,126.00,231.00,66.00,14.40,63.72,6.11,360.00,4.64,44.05,25.45,79.10,22.45,182.40,990.00,178.00,36.80,1090.00,164.00
Aug-08-2019,11.90,35.25,930.00,49.95,14.46,48.90,146.00,94.15,9.79,26.20,1971.00,900.00,130.00,230.00,66.00,14.30,63.45,5.75,368.00,4.76,44.80,25.30,80.00,22.40,192.00,981.00,175.00,36.50,1164.00,161.00
Aug-09-2019,11.58,34.50,938.00,49.85,14.18,48.65,146.50,94.25,9.67,26.10,1950.00,882.00,125.50,225.00,63.05,14.20,63.50,5.70,360.00,4.61,44.75,25.00,78.50,22.90,193.50,986.00,177.10,35.50,1184.00,161.00
Aug-13-2019,11.00,34.10,940.00,51.50,14.12,47.25,144.20,91.65,9.14,25.45,1965.00,855.00,120.00,217.40,65.60,14.40,62.30,5.40,369.80,4.60,44.50,25.00,81.70,23.50,195.00,987.00,177.00,34.70,1170.00,163.00
Aug-14-2019,11.04,34.20,935.00,49.45,13.30,48.90,148.50,90.30,9.08,25.50,1959.00,858.00,127.50,234.20,65.60,14.18,62.21,5.28,356.40,4.50,44.75,24.45,78.50,22.90,189.30,1004.00,174.30,35.50,1170.00,169.50
Aug-15-2019,10.74,34.60,934.00,49.25,12.68,48.85,145.00,90.00,8.80,25.70,1960.00,864.50,124.00,235.20,66.50,14.00,61.95,5.39,360.60,4.63,45.70,24.15,77.60,22.70,189.30,1020.00,176.00,34.50,1152.00,166.00
Aug-16-2019,10.30,35.50,935.00,49.50,13.02,49.25,142.00,89.00,9.25,24.95,1915.00,870.00,128.50,237.00,63.50,13.50,61.68,5.29,353.00,4.80,44.45,24.90,76.80,22.30,182.40,1027.00,183.70,34.10,1131.00,162.00
Aug-19-2019,10.66,36.30,953.50,51.80,13.20,49.40,146.80,90.00,9.45,26.00,1900.00,884.00,131.50,234.00,67.40,13.50,63.27,5.29,366.00,5.10,45.05,24.80,78.00,23.00,191.90,1020.00,177.10,34.75,1149.00,172.50
Aug-20-2019,10.64,36.00,953.50,50.70,13.20,49.50,145.00,88.00,9.24,26.40,1900.00,888.50,131.00,225.20,67.15,13.50,62.96,5.29,361.00,5.00,45.20,24.70,77.55,22.95,190.60,1010.00,175.90,35.70,1105.00,168.00
Aug-22-2019,10.50,36.00,938.00,50.50,12.80,49.15,147.00,88.50,9.13,26.80,1900.00,856.50,130.00,225.00,67.50,13.54,63.41,4.84,365.80,5.05,44.30,24.05,77.50,22.80,189.40,1000.00,175.30,35.00,1130.00,172.00
Aug-23-2019,10.12,37.00,955.50,51.30,12.26,48.90,148.20,89.90,9.22,26.55,1899.00,864.00,132.30,230.00,68.80,13.62,63.72,4.80,362.00,4.98,44.00,24.60,80.50,22.65,189.80,1004.00,175.00,34.80,1149.00,171.00
Aug-27-2019,9.80,35.20,937.50,50.00,12.26,47.25,145.50,87.10,8.88,26.00,1880.00,853.50,131.10,230.00,66.45,13.60,62.52,4.81,367.40,4.87,44.00,24.45,79.00,22.90,186.20,988.00,172.10,34.65,1117.00,168.50
Aug-28-2019,9.91,36.40,947.00,51.70,12.76,47.75,145.00,86.95,8.90,26.15,1900.00,881.00,130.00,228.20,68.90,13.70,63.54,5.01,362.00,4.84,44.95,25.20,78.50,23.00,193.00,1007.00,175.30,35.05,1120.00,171.80
Aug-29-2019,10.00,37.85,935.00,52.00,12.98,47.70,147.00,87.50,9.10,26.00,1924.00,890.00,130.00,233.60,70.50,14.20,62.43,5.01,369.80,4.83,43.75,25.10,78.50,23.00,195.40,1020.00,175.50,35.00,1125.00,172.00
Aug-30-2019,10.34,38.00,925.00,53.90,12.70,47.30,149.00,87.95,9.05,26.40,2030.00,908.00,135.80,237.80,71.95,14.78,62.74,5.13,365.00,4.95,43.90,25.00,78.00,23.20,204.00,1026.00,180.00,35.30,1179.00,173.00
Sep-02-2019,10.40,37.60,921.00,53.10,12.92,47.40,145.00,87.00,9.10,26.70,2010.00,910.00,133.50,235.60,71.60,14.72,62.39,5.10,362.00,4.98,43.90,25.35,79.40,23.00,199.00,1019.00,178.00,35.00,1164.00,170.30
Sep-03-2019,10.30,37.45,900.00,53.10,12.44,47.30,142.00,87.00,8.80,26.50,1988.00,912.00,130.20,231.00,70.00,14.62,62.39,5.10,363.00,4.90,43.80,24.30,75.00,23.00,205.00,994.00,177.90,34.10,1148.00,167.50
Sep-04-2019,10.30,36.75,892.00,52.70,12.24,47.40,145.00,87.75,8.89,26.75,1922.00,915.00,126.00,228.00,70.30,14.76,61.99,5.02,359.80,4.99,43.90,25.30,77.00,23.05,199.80,1032.00,178.00,34.15,1133.00,166.90
Sep-05-2019,10.70,36.50,905.00,53.00,12.10,48.50,145.00,89.50,8.90,26.80,1900.00,912.50,127.40,229.00,72.00,15.24,61.95,5.18,360.00,5.23,43.80,24.30,78.00,22.80,202.00,1031.00,177.80,34.05,1140.00,167.00
Sep-06-2019,11.12,36.40,900.50,52.40,12.20,49.50,142.50,89.00,8.82,26.50,1947.00,900.00,131.00,229.00,71.00,15.00,62.04,5.19,358.00,5.20,44.00,25.00,77.05,23.35,203.40,1048.00,175.00,34.55,1144.00,168.50
Sep-09-2019,11.10,36.60,907.00,52.70,12.20,49.60,142.50,92.70,8.85,26.30,1980.00,921.00,131.60,225.80,72.00,14.80,62.08,5.18,361.00,5.16,43.90,25.40,77.00,23.15,205.00,1030.00,176.00,35.00,1154.00,169.50
Sep-10-2019,11.04,36.90,901.00,52.80,12.12,49.00,143.00,92.75,9.05,26.40,1970.00,930.00,134.00,227.00,72.90,14.40,61.90,5.03,357.20,5.11,44.00,25.20,77.50,23.40,204.60,1015.00,174.40,34.65,1180.00,167.20
Sep-11-2019,11.10,37.80,904.00,53.00,12.38,50.00,143.00,93.00,9.12,26.50,1940.00,930.00,135.00,226.20,73.45,14.16,61.73,5.07,363.60,5.10,42.70,25.20,77.55,23.40,204.00,1025.00,172.40,34.50,1197.00,168.00
